root	finite_tokens	distinct_cells	cells
sāray	70	5	Pres.Opt.Act.3.Sing:63;Pres.Ind.Act.3.Sing:3;Pres.Ind.Pass.3.Sing:2;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.3.Plur:1
sāsah	1	1	Pres.Sub.Act.1.Sing:1
sātmyībhū	1	1	Pres.Ind.Act.3.Sing:1
sātīy	1	1	Pres.Ind.Act.3.Sing:1
sīkṣ	2	2	Pres.Ind.Act.3.Sing:1;Pres.Jus.Act.3.Plur:1
sīv	39	6	Pres.Opt.Act.3.Sing:27;Pres.Imp.Act.3.Sing:4;Pres.Ind.Act.3.Sing:3;Pres.Imp.Pass.2.Plur:2;Pres.Imp.Act.2.Plur:2;Pres.Imp.Pass.3.Plur:1
sīvay	4	2	Pres.Opt.Act.3.Sing:3;Pres.Ind.Act.1.Sing:1
sū	443	27	Past.Ind.Act.3.Sing:98;Impf.Ind.Act.3.Sing:86;Pres.Ind.Act.3.Sing:66;Pres.Imp.Act.2.Sing:32;Pres.Ind.Pass.3.Sing:28;Pres.Sub.Act.1.Sing:17;Pres.Ind.Act.1.Sing:15;Past.Jus.Act.2.Sing:14;Past.Sub.Act.3.Sing:13;Pres.Imp.Act.3.Sing:10;Pres.Imp.Act.2.Plur:9;Pres.Sub.Act.3.Sing:8;Pres.Ind.Act.3.Plur:8;Pres.Imp.Act.1.Sing:7;Pres.Ind.Act.1.Plur:6;Past.Ind.Act.3.Plur:5;Past.Ind.Act.3.Dual:4;Fut.Ind.Act.3.Sing:3;Pres.Imp.Act.3.Dual:2;Pres.Imp.Act.3.Plur:2;Pres.Ind.Act.3.Dual:2;Pres.Ind.Act.2.Sing:2;Pres.Jus.Act.3.Sing:2;Past.Ind.Act.1.Sing:1;Pres.Imp.Act.1.Plur:1;Pres.Opt.Act.3.Sing:1;Pres.Sub.Act.3.Plur:1
sūcay	41	11	Pres.Ind.Act.3.Sing:18;Pres.Ind.Pass.3.Sing:12;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Plur:2;Pres.Opt.Pass.3.Sing:1;Impf.Ind.Act.3.Plur:1;Impf.Ind.Pass.3.Plur:1;Impf.Ind.Act.3.Sing:1;Fut.Ind.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Pass.3.Plur:1
sūd	13	7	Past.Sub.Act.3.Sing:4;Past.Sub.Act.2.Sing:3;Past.Imp.Act.2.Plur:2;Pres.Opt.Act.3.Sing:1;Past.Ind.Act.3.Plur:1;Past.Ind.Act.1.Plur:1;Past.Sub.Act.2.Plur:1
sūday	51	18	Past.Ind.Act.3.Sing:7;Fut.Ind.Act.1.Sing:7;Pres.Imp.Act.3.Plur:6;Fut.Ind.Act.2.Sing:6;Pres.Sub.Act.3.Sing:4;Pres.Ind.Act.3.Plur:3;Impf.Ind.Act.3.Sing:3;Pres.Ind.Act.1.Sing:3;Impf.Ind.Act.3.Plur:2;Pres.Imp.Act.2.Sing:2;Pres.Imp.Act.3.Sing:1;Pres.Opt.Act.1.Plur:1;Fut.Ind.Act.3.Plur:1;Fut.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1;Impf.Ind.Act.1.Sing:1;Pres.Ind.Act.2.Sing:1;Pres.Jus.Act.3.Sing:1
sūrkṣ	6	4	Pres.Opt.Act.3.Sing:3;Pres.Imp.Act.2.Plur:1;Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1
sūtray	4	4	Pres.Opt.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1;Pres.Ind.Pass.3.Plur:1;Pres.Ind.Act.3.Sing:1
sṛ	112	19	Past.Ind.Act.3.Sing:38;Pres.Ind.Act.3.Sing:19;Pres.Ind.Act.3.Plur:13;Past.Ind.Act.3.Plur:12;Pres.Imp.Act.2.Sing:5;Past.Ind.Act.1.Sing:4;Past.Jus.Act.3.Sing:4;Pres.Imp.Act.3.Plur:3;Past.Ind.Act.3.Dual:3;Pres.Imp.Act.2.Dual:2;Fut.Ind.Act.2.Plur:1;Past.Sub.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1;Past.Ind.Act.2.Dual:1;Pres.Ind.Act.2.Sing:1;Past.Jus.Act.3.Plur:1;Past.Imp.Act.3.Sing:1;Impf.Ind.Act.2.Sing:1;Impf.Ind.Act.1.Sing:1
sṛj	1796	60	Impf.Ind.Act.3.Sing:542;Past.Ind.Act.3.Sing:342;Pres.Ind.Act.3.Sing:170;Pres.Imp.Act.2.Sing:147;Past.Ind.Act.3.Plur:99;Impf.Ind.Act.3.Plur:49;Pres.Ind.Act.1.Sing:43;Impf.Ind.Pass.3.Plur:41;Impf.Ind.Pass.3.Sing:41;Past.Ind.Pass.3.Sing:31;Pres.Opt.Act.3.Sing:21;Pres.Ind.Pass.3.Plur:18;Pres.Opt.Act.1.Sing:18;Pres.Ind.Act.3.Plur:18;Pres.Imp.Act.2.Plur:17;Pres.Ind.Pass.3.Sing:17;Fut.Ind.Act.1.Sing:16;Pres.Ind.Act.2.Sing:10;Past.Ind.Act.1.Sing:10;Pres.Imp.Act.2.Dual:9;Pres.Jus.Act.3.Sing:9;Impf.Ind.Pass.3.Dual:9;Past.Ind.Pass.3.Plur:8;Pres.Imp.Act.3.Sing:8;Pres.Imp.Act.3.Plur:8;Impf.Ind.Act.1.Sing:7;Past.Ind.Act.2.Sing:7;Pres.Jus.Act.2.Sing:6;Pres.Sub.Act.1.Sing:5;Past.Ind.Act.1.Plur:5;Impf.Ind.Act.2.Sing:5;Pres.Ind.Act.1.Plur:5;Pres.Ind.Act.3.Dual:5;Pres.Ind.Act.2.Dual:4;Past.Jus.Act.2.Sing:4;Pres.Opt.Act.2.Sing:4;Pres.Sub.Act.3.Sing:3;Past.Ind.Act.3.Dual:3;Pres.Opt.Act.3.Plur:3;Pres.Sub.Act.1.Plur:3;Past.Ind.Act.2.Dual:2;Pres.Imp.Pass.2.Plur:2;Fut.Ind.Act.2.Plur:2;Fut.Ind.Act.1.Plur:2;Pres.Imp.Pass.3.Sing:2;Pres.Sub.Act.1.Dual:2;Past.Ind.Pass.3.Dual:1;Past.Jus.Act.2.Dual:1;Pres.Imp.Act.1.Plur:1;Pres.Imp.Pass.3.Dual:1;Impf.Ind.Pass.2.Plur:1;Impf.Ind.Act.3.Dual:1;Pres.Opt.Act.3.Dual:1;Fut.Ind.Act.3.Sing:1;Pres.Ind.Pass.3.Dual:1;Fut.Cond.Act.1.Plur:1;Past.Opt.Act.3.Sing:1;Plp.Ind.Act.3.Plur:1;Pqp.Ind.Act.3.Plur:1;Pres.Jus.Act.3.Plur:1
sṛp	153	15	Pres.Ind.Act.3.Sing:50;Pres.Ind.Act.3.Plur:49;Pres.Imp.Act.2.Plur:14;Pres.Opt.Act.3.Sing:8;Past.Ind.Act.3.Sing:7;Pres.Imp.Act.2.Sing:5;Past.Jus.Act.2.Sing:4;Pres.Opt.Act.3.Plur:3;Pres.Imp.Act.3.Sing:2;Pres.Imp.Act.3.Plur:2;Past.Ind.Act.3.Plur:2;Impf.Ind.Act.2.Sing:2;Impf.Ind.Act.3.Sing:2;Pres.Jus.Act.3.Sing:2;Past.Jus.Act.3.Sing:1
tak	2	2	Pres.Ind.Act.3.Sing:1;Past.Ind.Act.3.Sing:1
takṣ	113	27	Past.Ind.Act.3.Sing:20;Past.Ind.Act.3.Plur:20;Past.Ind.Act.3.Dual:13;Pres.Jus.Act.3.Plur:9;Pres.Jus.Act.3.Sing:7;Pres.Imp.Act.2.Plur:6;Pres.Ind.Act.3.Sing:5;Impf.Ind.Act.2.Plur:5;Pres.Imp.Act.2.Sing:3;Pres.Ind.Act.3.Plur:3;Pres.Imp.Act.2.Dual:2;Pres.Ind.Act.2.Sing:2;Pres.Jus.Act.2.Plur:2;Pres.Ind.Act.2.Plur:2;Impf.Ind.Act.3.Plur:2;Pres.Imp.Act.3.Sing:1;Fut.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1;Impf.Ind.Act.1.Sing:1;Pres.Imp.Act.3.Plur:1;Past.Ind.Act.1.Sing:1;Pres.Imp.Act.1.Plur:1;Pres.Jus.Act.1.Sing:1;Impf.Ind.Act.1.Plur:1;Past.Ind.Act.2.Dual:1;Past.Ind.Act.1.Plur:1
takṣay	2	2	Past.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1
tam	41	8	Pres.Ind.Act.3.Sing:19;Past.Ind.Act.3.Sing:10;Pres.Opt.Act.3.Sing:4;Pres.Ind.Act.3.Plur:3;Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.2.Sing:1;Pres.Sub.Act.3.Sing:1;Past.Jus.Act.3.Plur:1
tamay	5	3	Pres.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Plur:1
tan	452	39	Pres.Ind.Act.3.Sing:72;Pres.Ind.Pass.3.Sing:60;Pres.Ind.Act.3.Plur:59;Past.Ind.Act.3.Sing:52;Impf.Ind.Act.3.Plur:43;Pres.Imp.Act.2.Sing:26;Past.Ind.Act.3.Plur:17;Past.Ind.Act.2.Sing:14;Pres.Ind.Act.1.Sing:13;Pres.Imp.Act.3.Sing:12;Pres.Ind.Act.1.Plur:10;Impf.Ind.Act.3.Sing:7;Pres.Sub.Act.1.Plur:7;Pres.Ind.Act.2.Sing:6;Pres.Imp.Act.2.Plur:6;Pres.Ind.Pass.3.Plur:4;Pres.Sub.Act.1.Sing:4;Past.Sub.Act.3.Plur:4;Pres.Opt.Act.3.Sing:3;Past.Sub.Act.2.Sing:3;Fut.Ind.Act.1.Plur:3;Pres.Opt.Pass.3.Sing:3;Pres.Ind.Act.3.Dual:3;Plp.Ind.Act.3.Plur:3;Pres.Imp.Act.3.Plur:2;Past.Ind.Act.1.Plur:2;Past.Sub.Act.1.Plur:2;Pres.Opt.Act.3.Dual:1;Pres.Imp.Act.3.Dual:1;Pres.Imp.Pass.3.Sing:1;Impf.Ind.Act.3.Dual:1;Pres.Opt.Act.3.Plur:1;Past.Jus.Act.3.Sing:1;Past.Opt.Act.3.Plur:1;Pres.Sub.Act.3.Dual:1;Pres.Jus.Act.2.Sing:1;Past.Ind.Act.1.Sing:1;Past.Sub.Act.3.Sing:1;Pres.Ind.Act.2.Dual:1
tand	3	2	Pres.Ind.Act.3.Sing:2;Past.Jus.Act.3.Sing:1
tandray	1	1	Pres.Ind.Act.3.Sing:1
tandrāy	1	1	Impf.Ind.Act.3.Sing:1
tanmayībhū	2	2	Pres.Opt.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1
tantray	4	3	Pres.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1
tanvībhū	1	1	Fut.Ind.Act.3.Plur:1
tanūkṛ	2	1	Pres.Ind.Act.3.Sing:2
tap	902	43	Pres.Ind.Act.3.Sing:279;Past.Ind.Act.3.Sing:168;Impf.Ind.Act.3.Sing:89;Pres.Ind.Pass.3.Sing:54;Pres.Ind.Act.3.Plur:43;Pres.Imp.Act.2.Sing:36;Pres.Opt.Act.3.Sing:21;Pres.Ind.Act.1.Sing:20;Past.Ind.Act.3.Plur:20;Pres.Imp.Act.3.Sing:17;Impf.Ind.Act.3.Plur:16;Fut.Ind.Act.3.Sing:15;Pres.Imp.Act.2.Plur:12;Fut.Ind.Act.1.Sing:12;Past.Ind.Act.3.Dual:11;Pres.Ind.Pass.2.Sing:11;Pres.Ind.Pass.1.Sing:11;Pres.Ind.Pass.3.Plur:8;Pres.Imp.Act.3.Plur:6;Fut.Ind.Act.2.Sing:6;Pres.Ind.Act.2.Sing:5;Pres.Imp.Act.2.Dual:4;Pres.Ind.Act.3.Dual:4;Fut.Ind.Act.1.Plur:4;Pres.Ind.Pass.1.Plur:3;Impf.Ind.Act.1.Sing:3;Pres.Imp.Act.3.Dual:2;Pres.Sub.Act.3.Sing:2;Past.Ind.Act.1.Sing:2;Pres.Jus.Act.2.Sing:2;Past.Jus.Act.2.Dual:2;Pres.Opt.Act.3.Plur:2;Past.Ind.Pass.3.Sing:2;Past.Jus.Act.3.Plur:1;Past.Sub.Act.2.Sing:1;Past.Ind.Act.2.Dual:1;Impf.Ind.Act.3.Dual:1;Fut.Ind.Act.1.Dual:1;Past.Jus.Act.2.Sing:1;Fut.Ind.Act.3.Plur:1;Pres.Ind.Act.2.Plur:1;Pres.Jus.Act.3.Sing:1;Past.Sub.Act.3.Sing:1
tapasy	11	5	Pres.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Dual:1;Pres.Imp.Act.3.Sing:1;Pres.Ind.Act.2.Sing:1
taptabaḍiśāy	1	1	Pres.Ind.Act.3.Sing:1
taralay	4	3	Pres.Ind.Act.2.Sing:2;Pres.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1
taraṅgāy	1	1	Pres.Ind.Act.3.Sing:1
tarjay	15	5	Pres.Opt.Act.3.Sing:4;Pres.Ind.Act.3.Plur:4;Pres.Ind.Act.3.Sing:3;Impf.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Sing:2
tarjāpay	1	1	Pres.Ind.Act.3.Sing:1
tarkay	40	12	Past.Ind.Act.3.Sing:15;Pres.Opt.Act.3.Sing:5;Impf.Ind.Act.1.Sing:4;Pres.Ind.Act.1.Sing:4;Pres.Ind.Act.3.Plur:3;Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.2.Sing:2;Pres.Ind.Act.1.Plur:1;Fut.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1;Pres.Opt.Act.2.Sing:1;Pres.Ind.Pass.3.Plur:1
tarpay	765	30	Pres.Ind.Act.1.Sing:306;Pres.Opt.Act.3.Sing:128;Pres.Ind.Act.3.Sing:103;Pres.Imp.Act.2.Plur:58;Pres.Ind.Act.3.Plur:45;Impf.Ind.Act.3.Sing:24;Past.Ind.Act.3.Sing:22;Pres.Imp.Act.2.Sing:20;Pres.Imp.Act.3.Plur:15;Fut.Ind.Act.1.Sing:8;Pres.Ind.Act.1.Plur:7;Pres.Ind.Pass.3.Plur:3;Pres.Opt.Act.3.Plur:3;Pres.Imp.Act.2.Dual:3;Pres.Ind.Act.2.Dual:2;Pres.Sub.Act.3.Sing:2;Past.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Plur:2;Pres.Imp.Act.3.Sing:1;Fut.Ind.Act.1.Plur:1;Fut.Cond.Act.1.Plur:1;Pres.Opt.Act.1.Sing:1;Past.Ind.Act.1.Sing:1;Pres.Ind.Act.2.Sing:1;Fut.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Sing:1;Pres.Opt.Act.2.Plur:1;Fut.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Dual:1;Past.Ind.Act.2.Sing:1
tartar	3	3	Pres.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.2.Plur:1
taruṇāy	9	1	Pres.Ind.Act.3.Sing:9
taruṣ	2	2	Pres.Jus.Act.3.Plur:1;Pres.Opt.Act.1.Plur:1
tarṣay	3	1	Pres.Ind.Act.3.Sing:3
taviṣy	3	1	Pres.Ind.Act.3.Sing:3
taviṣīy	1	1	Pres.Ind.Act.2.Sing:1
tañc	3	1	Pres.Ind.Act.1.Sing:3
taḍ	1	1	Past.Ind.Act.3.Sing:1
taṃs	5	1	Past.Ind.Act.3.Plur:5
taṃsay	3	3	Impf.Ind.Act.3.Sing:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.2.Dual:1
taṃstan	1	1	Pres.Imp.Act.2.Sing:1
taṭ	1	1	Pres.Ind.Act.3.Sing:1
tetij	1	1	Pres.Ind.Act.3.Sing:1
tij	1	1	Pres.Ind.Act.3.Sing:1
tilvilāy	1	1	Pres.Imp.Act.2.Plur:1
timay	2	1	Pres.Opt.Act.3.Sing:2
timiray	1	1	Pres.Ind.Act.3.Sing:1
tiraskṛ	4	3	Pres.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Sing:1
tirobhāvay	2	1	Pres.Ind.Act.3.Sing:2
tirobhū	6	4	Past.Ind.Act.3.Sing:3;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
tirodhā	30	6	Past.Ind.Act.3.Sing:22;Pres.Ind.Act.3.Sing:4;Pres.Opt.Pass.3.Sing:1;Pres.Imp.Act.3.Dual:1;Pres.Ind.Pass.3.Sing:1;Pres.Opt.Act.3.Sing:1
titarpay	2	1	Pres.Opt.Act.3.Sing:2
titikṣ	30	10	Pres.Ind.Act.3.Sing:10;Pres.Opt.Act.3.Sing:7;Pres.Ind.Act.3.Plur:2;Impf.Ind.Act.1.Plur:2;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.1.Sing:2;Pres.Imp.Act.3.Plur:2;Pres.Ind.Act.2.Sing:1;Impf.Ind.Act.3.Plur:1;Fut.Ind.Act.3.Sing:1
titīrṣ	7	4	Pres.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Sing:2;Pres.Ind.Act.2.Sing:1
titṛd	1	1	Pres.Sub.Act.3.Plur:1
titṛps	3	1	Pres.Sub.Act.3.Sing:3
tiḍ	1	1	Pres.Ind.Act.1.Sing:1
tiṣṭhās	1	1	Pres.Opt.Act.3.Sing:1
tolay	9	5	Past.Ind.Act.3.Sing:5;Impf.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1;Pres.Ind.Act.2.Sing:1
totud	1	1	Pres.Ind.Pass.3.Dual:1
tośay	1	1	Pres.Imp.Act.2.Sing:1
toṣay	131	15	Past.Ind.Act.3.Sing:37;Impf.Ind.Act.3.Sing:25;Pres.Opt.Act.3.Sing:16;Fut.Ind.Act.1.Sing:14;Pres.Ind.Pass.3.Sing:7;Pres.Ind.Act.1.Sing:6;Pres.Imp.Act.2.Sing:6;Pres.Ind.Act.3.Plur:4;Pres.Imp.Act.3.Sing:4;Impf.Ind.Act.1.Sing:3;Pres.Ind.Act.3.Sing:3;Past.Ind.Act.3.Plur:3;Pres.Ind.Act.1.Dual:1;Past.Ind.Act.3.Dual:1;Fut.Ind.Act.3.Sing:1
toṣṭuv	1	1	Pres.Ind.Act.1.Sing:1
trap	1	1	Pres.Opt.Act.3.Plur:1
tras	47	10	Past.Ind.Act.3.Plur:10;Pres.Ind.Act.3.Sing:9;Pres.Ind.Act.3.Plur:9;Past.Ind.Act.3.Sing:6;Pres.Opt.Act.3.Sing:5;Impf.Ind.Act.3.Plur:4;Pres.Imp.Act.3.Plur:1;Past.Jus.Act.3.Sing:1;Past.Ind.Act.3.Dual:1;Pres.Opt.Act.3.Plur:1
trikoṭay	1	1	Pres.Ind.Act.3.Sing:1
triṣphalīkṛ	1	1	Pres.Ind.Act.3.Sing:1
truṭ	9	4	Pres.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Plur:2;Pres.Ind.Pass.3.Sing:1;Pres.Opt.Act.3.Sing:1
trā	326	26	Pres.Imp.Act.2.Sing:151;Pres.Ind.Act.3.Sing:47;Pres.Imp.Act.3.Sing:27;Pres.Imp.Act.3.Plur:12;Pres.Imp.Act.2.Dual:12;Pres.Ind.Act.2.Sing:11;Fut.Ind.Act.3.Sing:11;Impf.Ind.Act.3.Sing:9;Pres.Imp.Act.2.Plur:9;Pres.Ind.Act.3.Plur:9;Pres.Opt.Act.3.Sing:4;Past.Opt.Act.3.Dual:4;Fut.Ind.Act.1.Sing:3;Fut.Ind.Act.2.Sing:2;Pres.Opt.Act.3.Plur:2;Pres.Ind.Pass.3.Sing:2;Past.Sub.Act.3.Sing:2;Fut.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Plur:1;Pres.Ind.Act.3.Dual:1;Impf.Ind.Act.3.Plur:1;Past.Ind.Act.3.Dual:1;Pres.Ind.Act.2.Plur:1;Past.Sub.Act.2.Dual:1;Pres.Ind.Pass.2.Plur:1;Pres.Imp.Act.3.Dual:1
trāsay	34	10	Past.Ind.Act.3.Sing:11;Pres.Ind.Act.3.Sing:5;Pres.Imp.Act.2.Sing:4;Pres.Opt.Act.3.Sing:4;Pres.Ind.Act.3.Plur:3;Fut.Ind.Act.3.Sing:2;Past.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Plur:1;Pres.Opt.Act.3.Dual:1;Pres.Ind.Act.1.Sing:1
tsar	6	3	Pres.Ind.Act.3.Sing:2;Pres.Jus.Act.3.Sing:2;Past.Ind.Act.3.Sing:2
tu	5	4	Plp.Ind.Act.3.Sing:2;Past.Ind.Act.3.Sing:1;Plp.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1
tucchīkṛ	2	1	Fut.Ind.Act.3.Sing:2
tud	48	13	Pres.Ind.Pass.3.Sing:12;Pres.Ind.Act.3.Sing:8;Pres.Ind.Act.3.Plur:7;Pres.Imp.Act.2.Sing:4;Pres.Ind.Act.2.Sing:3;Impf.Ind.Act.3.Sing:3;Pres.Imp.Act.3.Plur:2;Pres.Opt.Act.3.Sing:2;Past.Ind.Act.3.Sing:2;Pres.Jus.Act.3.Sing:2;Pres.Jus.Act.2.Sing:1;Pres.Imp.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1
tuj	8	4	Pres.Ind.Act.3.Plur:4;Pres.Ind.Act.3.Dual:2;Pres.Ind.Pass.3.Sing:1;Past.Opt.Act.3.Sing:1
tulay	14	10	Pres.Opt.Act.3.Sing:2;Pres.Ind.Pass.3.Sing:2;Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.2.Sing:2;Pres.Ind.Act.3.Sing:1;Pres.Imp.Act.1.Plur:1;Pres.Ind.Act.1.Sing:1;Fut.Ind.Act.1.Sing:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.1.Plur:1
tup	1	1	Pres.Ind.Act.3.Sing:1
tur	9	4	Past.Sub.Act.3.Sing:4;Pres.Opt.Act.1.Plur:3;Pres.Ind.Act.3.Sing:1;Past.Sub.Act.1.Plur:1
turay	1	1	Past.Ind.Act.3.Plur:1
turaṇy	5	2	Pres.Ind.Act.3.Sing:4;Pres.Jus.Act.3.Plur:1
tustūrṣ	2	1	Pres.Ind.Act.3.Sing:2
tuś	9	2	Pres.Ind.Act.3.Sing:6;Pres.Ind.Act.2.Sing:3
tuṣ	215	19	Past.Ind.Act.3.Sing:62;Pres.Ind.Act.3.Sing:53;Pres.Ind.Act.3.Plur:32;Pres.Opt.Act.3.Sing:21;Impf.Ind.Act.3.Sing:12;Past.Ind.Act.3.Plur:8;Pres.Ind.Act.1.Sing:7;Pres.Ind.Pass.3.Sing:4;Pres.Imp.Act.3.Sing:2;Pres.Imp.Act.3.Plur:2;Impf.Ind.Act.3.Plur:2;Pres.Ind.Act.2.Sing:2;Pres.Opt.Act.2.Sing:2;Pres.Opt.Act.1.Sing:1;Fut.Ind.Act.1.Sing:1;Fut.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.3.Dual:1;Pres.Opt.Act.3.Plur:1
tvar	69	14	Pres.Imp.Act.2.Sing:15;Pres.Ind.Act.3.Sing:13;Pres.Opt.Act.3.Sing:11;Pres.Imp.Act.2.Plur:9;Pres.Ind.Act.2.Sing:4;Pres.Ind.Act.3.Plur:3;Pres.Ind.Act.1.Sing:3;Pres.Imp.Pass.3.Sing:3;Past.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Plur:2;Past.Jus.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1;Pres.Ind.Act.1.Plur:1
tvaray	20	6	Pres.Ind.Act.3.Plur:9;Past.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Sing:2;Pres.Opt.Act.2.Sing:1;Pres.Opt.Act.3.Sing:1
tviṣ	9	4	Past.Ind.Act.3.Sing:6;Past.Ind.Act.3.Dual:1;Past.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Plur:1
tyaj	1045	36	Pres.Opt.Act.3.Sing:375;Pres.Imp.Act.2.Sing:103;Pres.Ind.Act.3.Sing:89;Past.Ind.Act.3.Sing:75;Pres.Ind.Act.3.Plur:72;Fut.Ind.Act.1.Sing:39;Pres.Ind.Act.1.Sing:39;Pres.Imp.Pass.3.Sing:31;Impf.Ind.Act.3.Sing:27;Past.Ind.Act.3.Plur:25;Pres.Opt.Act.1.Sing:23;Fut.Ind.Act.3.Sing:22;Pres.Ind.Pass.3.Sing:15;Fut.Ind.Act.3.Plur:15;Pres.Imp.Act.2.Plur:13;Pres.Ind.Act.2.Sing:12;Pres.Opt.Act.2.Sing:10;Fut.Ind.Act.2.Sing:8;Impf.Ind.Act.3.Plur:7;Pres.Opt.Act.3.Plur:6;Impf.Ind.Act.1.Sing:6;Pres.Ind.Pass.3.Plur:5;Pres.Imp.Act.3.Sing:4;Pres.Imp.Act.3.Plur:4;Fut.Ind.Act.1.Plur:3;Pres.Ind.Act.1.Plur:3;Past.Jus.Act.2.Sing:3;Impf.Ind.Act.2.Sing:2;Fut.Cond.Act.3.Sing:2;Past.Ind.Act.2.Sing:1;Pres.Opt.Act.1.Plur:1;Past.Ind.Act.3.Dual:1;Pres.Ind.Act.3.Dual:1;Pres.Opt.Act.3.Dual:1;Fut.Ind.Act.3.Dual:1;Past.Ind.Pass.3.Sing:1
tyājay	6	5	Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Sing:1;Fut.Ind.Act.1.Sing:1;Fut.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1
tāmrībhū	1	1	Pres.Ind.Act.3.Plur:1
tānay	4	1	Pres.Imp.Act.2.Sing:4
tāntīkṛ	1	1	Pres.Ind.Act.3.Sing:1
tāpay	60	11	Pres.Opt.Act.3.Sing:22;Past.Ind.Act.3.Sing:11;Pres.Ind.Act.3.Sing:9;Pres.Ind.Act.3.Plur:5;Impf.Ind.Act.3.Sing:4;Pres.Imp.Act.2.Sing:3;Pres.Ind.Act.2.Sing:2;Pres.Ind.Act.1.Sing:1;Pres.Ind.Pass.3.Sing:1;Fut.Ind.Act.3.Sing:1;Pres.Ind.Act.1.Plur:1
tāray	175	20	Pres.Opt.Act.3.Sing:48;Pres.Ind.Act.3.Sing:47;Pres.Ind.Act.3.Plur:19;Fut.Ind.Act.3.Sing:15;Pres.Imp.Act.2.Sing:13;Fut.Ind.Act.1.Sing:6;Pres.Imp.Act.3.Sing:6;Pres.Opt.Act.1.Sing:4;Past.Ind.Act.3.Sing:3;Pres.Ind.Act.1.Sing:3;Fut.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Plur:1;Impf.Ind.Act.1.Sing:1;Past.Ind.Act.3.Plur:1;Pres.Opt.Act.1.Plur:1;Pres.Ind.Pass.3.Sing:1;Fut.Ind.Act.2.Sing:1;Pres.Imp.Act.2.Plur:1;Fut.Cond.Act.1.Plur:1;Pres.Imp.Act.2.Dual:1
