typo_form,nearest_real,n_real_neighbours,df_typo,n_dicts,dicts,n_dicts_with_both
BarCu,Baru,1,5,5,ACC MW MW72 PW PWG,4
BarBa,garBa,7,5,5,SHS SKD VCP WIL YAT,4
Ballawa,BallAwa,2,5,5,ACC MW MW72 PW PWG,4
Ballika,BallUka,4,5,5,BHS MW MW72 PW PWG,4
BavIyas,yavIyas,2,5,5,CCS GRA MW MW72 VCP,4
BAgavftti,BAgavitti,1,5,5,ACC MW PW PWG VCP,4
BAlandana,Balandana,1,5,5,MW MW72 PW PWG VEI,4
BAlla,Balla,3,5,5,MW MW72 PW PWG VEI,4
Bikza,BikzA,7,5,5,KRM SKD VCP WIL YAT,4
BIkara,SIkara,3,5,5,AP MD MW PW PWG,4
BIrukacCa,BarukacCa,1,5,5,MW MW72 PW PWG VCP,4
Bujadala,BujAdala,1,5,5,ACPH LRV MW PW PWG,4
BUGana,BUDana,1,5,5,ABCH LRV MW PW PWG,4
BUtArta,BUtArTa,1,5,5,AP LRV MW PW PWG,4
BUtida,BUtika,1,5,5,CAE LRV MW PW PWG,4
BUBAga,BUnAga,1,5,5,LAN LRV MW PW PWG,4
BfRqi,BaRqi,1,5,5,MW MW72 PW PWG VCP,4
BfSatA,kfSatA,1,5,5,BEN BOP MW PW PWG,4
BeraRqa,eraRqa,5,5,5,BEN BHS PW PWG STC,4
Belu,Bela,6,5,5,BHS MW MW72 PW PWG,4
BEkzaka,Bakzaka,2,5,5,IEG MW MW72 PW PWG,4
Bojapati,Bogapati,1,5,5,LRV MW PW PWG VCP,4
BramarI,Bramara,1,5,5,AP MD MW SKD VCP,4
BrAzwraki,BrAzwraka,1,5,5,MW MW72 PW PWG VCP,4
magava,magaDa,1,5,5,BHS MW MW72 PW PWG,4
maNKaka,SaNKaka,1,5,5,ACC MW MW72 PW PWG,4
majjala,kajjala,2,5,5,INM MW MW72 PW PWG,4
majjAna,majjana,1,5,5,INM MW MW72 PW PWG,4
maRitTa,maRita,1,5,5,ACC MW MW72 PW PWG,4
maRqalI,maRqala,2,5,5,AP MW PW SCH SKD,4
madajala,madakala,1,5,5,LRV MW PW PWG SCH,4
madrA,mudrA,4,5,5,MD MW PE PUI PW,4
maDukoza,maDuGoza,1,5,5,LRV SHS VCP WIL YAT,4
maDuparkya,maDuparka,1,5,5,AP LRV MW PW PWG,4
manAy,manAk,4,5,5,CAE CCS GRA PW PWG,4
manogati,manogata,1,5,5,INM LRV MW PW PWG,4
manojYA,manojYa,1,5,5,AP BHS LRV MW SKD,4
mantr,mantra,3,5,5,AP BEN BOP MW MW72,4
mantritva,mantrita,1,5,5,MW PWG SHS WIL YAT,4
manTaka,manTara,5,5,5,MW MW72 PW PWG SCH,4
mamb,mama,12,5,5,BEN MW MW72 PW PWG,4
marukacCa,BarukacCa,1,5,5,INM LRV MW PW PWG,4
marutsaKi,marutsaKa,1,5,5,CAE GRA MW PW PWG,4
marca,marka,14,5,5,KRM SHS VCP WIL YAT,4
malara,malaya,6,5,5,BHS MW MW72 PW PWG,4
masikA,mahikA,5,5,5,MW PWG SCH SKD VCP,4
masIra,masUra,3,5,5,INM MW PW PWG STC,4
mahAkAra,mahAkAla,4,5,5,AP LRV MW PW PWG,4
mahAjawa,mahAjana,3,5,5,INM LRV MW PW PWG,4
mahAnandi,mahAnanda,1,5,5,MW PUI PW PWG VCP,4
mahAnAsa,mahAnasa,2,5,5,INM MW PUI PW PWG,4
mahAniS,mahAniSA,1,5,5,CAE CCS MW PW PWG,4
mahAyuDa,mahAyuga,1,5,5,INM LRV MW PW PWG,4
mahinA,mahilA,5,5,5,CAE CCS FRI MW PW,4
mahivrata,mahAvrata,1,5,5,CAE GRA MW PW PWG,4
mahIcara,mahIDara,1,5,5,CAE FRI MW PW PWG,4
mahozWa,mahizWa,1,5,5,CAE LRV MW PW PWG,4
mahOzaDI,mahOzaDa,2,5,5,ABCH CAE MW PW SKD,4
mAMsikA,mAMsika,1,5,5,AP MW MW72 PW PWG,4
mARiBadra,maRiBadra,1,5,5,MW MW72 PE PW PWG,4
mAtulaNga,mAtuluNga,2,5,5,CAE MW MW72 PW PWG,4
mAyaRa,mAraRa,3,5,5,ACC MW MW72 PW PWG,4
mArIcI,mArIca,1,5,5,AP BHS MW PUI SKD,4
mArgAra,mArjAra,1,5,5,MW MW72 PW PWG VEI,4
mAlavIya,mADavIya,1,5,5,IEG MW MW72 PW PWG,4
mAhAkulIna,mahAkulIna,1,5,5,AP LRV MW PW PWG,4
mitrA,mitra,3,5,5,INM MW PE PUI SKD,4
miSa,miSra,13,5,5,CAE KRM SKD VCP WIL,4
mIvaga,mIvara,1,5,5,BHS MW MW72 PW PWG,4
muktAvali,muktAvalI,1,5,5,CAE CCS LRV MW PW,4
muSala,kuSala,4,5,5,BEN BOP BUR MW SCH,4
musawI,muSawI,2,5,5,ABCH MW MW72 PW PWG,4
mUwa,kUwa,9,5,5,BHS MW PW PWKVN SCH,4
mfgaSIrzan,mfgaSIrza,1,5,5,AP LRV MW PW PWG,4
mfdga,mfga,2,5,5,AP LRV MW PW PWG,4
mfza,mfga,15,5,5,BHS KRM SKD VCP WIL,4
meQraka,meraka,1,5,5,LRV MW MW72 PW PWG,4
medA,meDA,7,5,5,AP MW SKD SNP VCP,4
mEneya,mEreya,3,5,5,BHS MW MW72 PW PWG,4
moci,moca,1,5,5,IEG MW MW72 PW PWG,4
mocika,mocaka,1,5,5,BHS MW MW72 PW PWG,4
mOnika,sOnika,4,5,5,MW MW72 PUI PW PWG,4
yatinI,yatin,1,5,5,AP AP90 LRV MW SKD,4
yatuna,yatna,1,5,5,GRA MW MW72 PW PWG,4
yantr,yantra,2,5,5,AP BEN MW MW72 SHS,4
yanmaya,tanmaya,2,5,5,MD MW MW72 PW PWG,4
yamalaka,yamaloka,1,5,5,BHS MW PW PWKVN SCH,4
yaminI,yAminI,3,5,5,CAE CCS MW PW STC,4
yavAza,yavAsa,2,5,5,MW MW72 PW PWG VEI,4
yavika,Bavika,4,5,5,MW MW72 PUI PW PWG,4
yAtnika,yAtrika,1,5,5,BUR MW MW72 PW PWG,4
yAmadUta,yamadUta,1,5,5,MW MW72 PUI PW PWG,4
yAmana,vAmana,15,5,5,BEN BOP BUR PW PWG,4
yuvaka,yAvaka,4,5,5,MD MW MW72 PW PWG,4
yuvA,yuva,1,5,5,MW MW72 PW PWG SKD,4
yeza,Seza,11,5,5,SHS SKD VCP WIL YAT,4
raktimant,raktiman,1,5,5,CAE CCS PW PWG STC,4
raqqa,haqqa,3,5,5,MD MW MW72 PW PWG,4
raRaka,gaRaka,7,5,5,MW MW72 PUI PW PWG,4
ratnakara,ratnAkara,1,5,5,ABCH BHS MW PW PWG,4
ratnAvatI,ratnAvalI,1,5,5,BHS MD MW PW PWG,4
raTarvI,aTarvI,1,5,5,MW MW72 PW PWG VEI,4
raTita,kaTita,12,5,5,MW MW72 PW PWG STC,4
rasApAyin,vasApAyin,1,5,5,ACPH AP MW PW PWG,4
rAula,rAla,2,5,5,IEG MW MW72 PW PWG,4
rAjaDarman,rAjaDarma,1,5,5,INM MCI MW PW PWG,4
rAjAsana,rAjAdana,1,5,5,CAE CCS MW PW PWG,4
rAjyakara,rAjakara,1,5,5,LRV MD MW PW PWG,4
rARqya,pARqya,2,5,5,GRA MW MW72 PW PWG,4
rAtin,GAtin,6,5,5,CAE CCS GRA MW PW,4
rAmala,rAmaWa,4,5,5,MD MW MW72 PW PWG,4
rAhila,rAjila,2,5,5,MD MW MW72 PW PWG,4
rAhulaka,bAhulaka,1,5,5,ACC MW MW72 PW PWG,4
riSA,niSA,3,5,5,CAE CCS MW PW PWG,4
rizaRya,arizaRya,1,5,5,GRA MD MW MW72 PW,4
retasa,retas,3,5,5,MW MW72 PW PWG VCP,4
revataka,rEvataka,1,5,5,BHS MW MW72 PW PWG,4
rora,Gora,16,5,5,CAE CCS MW PW SCH,4
lakkaka,lakzaka,2,5,5,MD MW MW72 PW PWG,4
laktikA,latikA,3,5,5,AP AP90 LRV SHS VCP,4
laNgaka,aNgaka,2,5,5,BEN BHS MW72 PW PWG,4
lajja,lajjA,7,5,5,MW MW72 PE PW PWG,4
lapeta,lapita,2,5,5,MD MW MW72 PW PWG,4
labDaka,lubDaka,1,5,5,BHS MW MW72 PW PWG,4
lambuka,jambuka,5,5,5,BHS MW MW72 PW PWG,4
lavali,lavalI,1,5,5,CAE CCS MW PW SCH,4
lAji,Aji,5,5,5,KRM MW MW72 PWG VEI,4
lAwI,lAwa,5,5,5,AP AP90 LRV MW SHS,4
lABya,lABa,6,5,5,AP MW MW72 PW PWG,4
lAlAwi,lAlAwa,1,5,5,MW MW72 PUI PW PWG,4
lAlinI,hAlinI,6,5,5,ACPH AP AP90 LRV MW,4
lAvaRaka,lAvaRika,1,5,5,CAE CCS MW PW STC,4
lAsakI,lAsaka,1,5,5,AP AP90 LRV MW SKD,4
lIlANga,nIlANga,1,5,5,AP MW PW PWG SHS,4
luNga,liNga,8,5,5,BHS MW MW72 PW PWG,4
luYca,luYc,1,5,5,MW MW72 PW PWG SKD,4
leSika,deSika,3,5,5,MD MW PW SCH STC,4
loRitaka,lohitaka,1,5,5,ACC MW MW72 PW PWG,4
loRI,goRI,1,5,5,MW MW72 PW PWG SCH,4
lozwaSa,lozwaka,1,5,5,MD MW MW72 PW PWG,4
lohara,lohala,3,5,5,MD MW MW72 PW PWG,4
lohAja,lohaja,1,5,5,LRV MD MW PW PWG,4
lohi,loha,2,5,5,MW MW72 PW PWG SKD,4
lOhakAra,lohakAra,1,5,5,FRI LRV MW PW PWG,4
lOhi,lOha,1,5,5,MW MW72 PUI PW PWG,4
vaMSanAqikA,vaMSanAlikA,1,5,5,AP LRV MW PW PWG,4
vaMSikA,vaMSika,1,5,5,AP AP90 LRV MW SKD,4
vakka,vakra,13,5,5,LRV SKD VCP WIL YAT,4
vakzu,vakz,7,5,5,BHS MW MW72 PW PWG,4
vajrawa,varawa,2,5,5,ACC MW MW72 PW PWG,4
vajrapuzpA,vajrapuzpa,1,5,5,MW PW PWG SKD VCP,4
vajrA,vajra,2,5,5,BHS MW PUI SKD VCP,4
vajrI,vajra,3,5,5,MW PE PW SCH SKD,4
vawiBa,valiBa,1,5,5,BEN MW MW72 PW PWG,4
vaRwAla,vaRqAla,1,5,5,MW MW72 PW PWG SHS,4
vaDna,vana,7,5,5,INM MW MW72 PW PWG,4
vanaga,vanaja,5,5,5,AP MW PW PWG SCH,4
vamitavya,vaditavya,1,5,5,MW MW72 PW PWG STC,4
varawaka,karawaka,2,5,5,BHS MW MW72 PW PWG,4
varaRaka,varRaka,2,5,5,AP MW MW72 PW PWG,4
varatantu,varatanu,1,5,5,ACC MW PE PW PWG,4
varavarRa,avaravarRa,1,5,5,LAN LRV MW PW PWG,4
varin,varRin,19,5,5,INM MW MW72 PWG STC,4
varcita,carcita,7,5,5,BEN MW PW PWG STC,4
varRA,varRa,6,5,5,ABCH AP MW SKD VCP,4
vartakA,vartaka,2,5,5,AP AP90 BHS LRV MW,4
vartita,varDita,5,5,5,AP BHS MW MW72 STC,4
vartitA,vartikA,1,5,5,FRI MW PW PWG STC,4
vartira,vartra,1,5,5,LRV MW MW72 PW PWG,4
varzita,varzika,10,5,5,LRV MW MW72 PW STC,4
valaga,valaya,5,5,5,MW MW72 PW PWG VEI,4
valBa,vala,8,5,5,KRM SCH SKD VCP WIL,4
vasika,rasika,9,5,5,BHS MW PW PWG STC,4
vasin,vaSin,9,5,5,ABCH AP MW PW PWG,4
vasudeya,vasudeva,1,5,5,CAE GRA MW PW PWG,4
vastika,svastika,4,5,5,BUR PW PWG STC YAT,4
vastf,vastu,7,5,5,CAE GRA LAN MW MW72,4
vahamAna,AvahamAna,1,5,5,IEG MW72 SHS WIL YAT,4
vahi,vahni,15,5,5,KRM MW PE PW STC,4
vAgusa,vAguRa,1,5,5,ARMH MW MW72 PW PWG,4
vAwi,vAri,17,5,5,IEG MW PW PWKVN SCH,4
vAqa,vAta,26,5,5,BHS IEG SKD VCP WIL,4
vAqavya,vAyavya,3,5,5,ABCH LRV MW72 PWG SHS,4
vAdira,KAdira,6,5,5,MW MW72 PW PWG VCP,4
vAmoru,vAmorU,1,5,5,AP LRV MW PW PWG,4
vAyasI,vAyasa,2,5,5,ABCH MW PW SKD VCP,4
vAriDAra,vAriDArA,1,5,5,MW PUI PW PWG SCH,4
vArdDuzI,vArdDuzi,1,5,5,CAE CCS MW PW PWG,4
vArzagaRa,vArzagaRya,1,5,5,MW PW PWG STC VEI,4
vArzikI,vArzika,1,5,5,AP BHS LRV MW SKD,4
vAsodA,vAsoda,1,5,5,CAE GRA MW PW PWG,4
vAsrA,vAsurA,1,5,5,AP MD MW PWG YAT,4
vikawA,vikawa,2,5,5,LRV MW PE PUI SKD,4
vikadru,vitadru,1,5,5,MW PE PW PWG STC,4
vikartf,vihartf,1,5,5,AP CAE INM MW STC,4
vikalA,vikala,3,5,5,AP AP90 LRV MW SKD,4
vikAraRa,vidAraRa,7,5,5,AP CAE MW PW PWG,4
vikAS,vipAS,2,5,5,AP AP90 MW MW72 STC,4
vigrahaRa,nigrahaRa,1,5,5,CAE CCS MW PW PWG,4
vicandra,nicandra,1,5,5,AP MW PW PWG STC,4
vicara,vivara,12,5,5,AP MW MW72 PW PWG,4
vicarita,vicArita,1,5,5,CAE CCS MW MW72 PW,4
vical,vicala,1,5,5,AP AP90 MW MW72 STC,4
vicezw,vicezwA,1,5,5,AP AP90 MW MW72 STC,4
vicCandas,vicCanda,1,5,5,MD MW MW72 PW PWG,4
vijagDa,vidagDa,1,5,5,AP MW MW72 PWG STC,4
vitardDikA,vitardikA,1,5,5,AP AP90 LRV PW SKD,4
vitF,vitt,1,5,5,AP AP90 MW MW72 STC,4
vidagDA,vidagDa,1,5,5,AP ARMH LRV MW SKD,4
vidAsin,vilAsin,4,5,5,AP LAN MW PW PWG,4
viduz,vidu,2,5,5,BOP BUR MW MW72 STC,4
viDurA,viDura,1,5,5,AP AP90 LRV MW SKD,4
vinAdin,vizAdin,4,5,5,MW MW72 PW PWG STC,4
vinAma,virAma,5,5,5,MD MW MW72 PW PWG,4
vipaRana,vigaRana,1,5,5,CAE LRV MW PW PWG,4
viparyARa,viparyAsa,1,5,5,MD MW PW PWG STC,4
viparva,vipakva,1,5,5,GRA MW MW72 PW PWG,4
vibudDi,viSudDi,2,5,5,BHS CAE CCS MW PW,4
viBaktf,viBakta,2,5,5,CAE GRA MD MW MW72,4
viBAjaka,viBAvaka,1,5,5,MD MW PW PWG STC,4
viman,veman,2,5,5,AP AP90 MW MW72 STC,4
vilajj,vilajja,1,5,5,AP AP90 MW MW72 STC,4
viloman,viloma,1,5,5,CAE MW PUI PW PWG,4
vilomita,vilohita,3,5,5,BEN MW MW72 PW PWG,4
viva,viSva,19,5,5,AP MD MW PW SCH,4
vivikz,vivikzu,1,5,5,BUR MW MW72 PW PWG,4
viSramaRa,vikramaRa,1,5,5,MW MW72 PW PWG SCH,4
viSvagUrti,viSvamUrti,1,5,5,CAE GRA MW PW PWG,4
viSvatUrti,viSvamUrti,1,5,5,CAE GRA MW PW PWG,4
viSveBojas,viSvaBojas,1,5,5,AP BEN MW PW PWG,4
viSvevedas,viSvavedas,1,5,5,AP LRV MW PW PWG,4
vizAkta,vizakta,1,5,5,ABCH AP CAE LRV MW,4
vizUci,vizUcI,1,5,5,MW PUI PW PWG STC,4
vizvAc,vivAc,2,5,5,GRA MW PE PW PWG,4
visarpi,visarpin,2,5,5,LRV MW MW72 PW PWG,4
visalya,viSalya,2,5,5,CAE MW PW PWG VEI,4
visoma,viloma,1,5,5,MD MW PW PWG STC,4
vismApaka,vismApana,1,5,5,CAE CCS MW PW PWG,4
vIrayA,vIratA,1,5,5,CAE GRA MW PW PWG,4
vIravara,vIratara,1,5,5,CAE CCS MW PW PWG,4
vfkti,vftti,5,5,5,GRA MW MW72 PW PWG,4
vfRa,fRa,14,5,5,KRM SKD VCP WIL YAT,4
vfdDaSavas,vfdDaSravas,1,5,5,CAE GRA MW PW PWG,4
vfzaRy,vfzaRa,1,5,5,CAE CCS GRA PW PWG,4
vfzwipAta,dfzwipAta,1,5,5,CAE CCS MD MW PW,4
vew,ve,16,5,5,CAE CCS MW PW PWG,4
velAkula,velAkUla,1,5,5,IEG MW SHS WIL YAT,4
vEKAna,vEtAna,1,5,5,INM MW MW72 PW PWG,4
vEqAla,viqAla,2,5,5,AP AP90 LRV MW MW72,4
vEmada,vimada,1,5,5,MD MW MW72 PW PWG,4
vEyAGrapAda,vyAGrapAda,1,5,5,ACC INM MW PW PWG,4
vErAjya,vErAja,3,5,5,MW PUI PW PWG VEI,4
vEvftta,vivftta,2,5,5,BUR MW MW72 PW PWG,4
vyaNgula,dvyaNgula,1,5,5,MW MW72 SHS WIL YAT,4
vyape,vyap,1,5,5,AP AP90 MW MW72 STC,4
vyAGrapadya,vEyAGrapadya,1,5,5,BHS MW PW PWG VEI,4
vyAdiSa,vAdiSa,2,5,5,LRV MW MW72 SHS VCP,4
vyudas,vyuda,1,5,5,AP AP90 MW MW72 STC,4
vraska,vaska,1,5,5,GRA MW MW72 PW PWG,4
Saktikara,SaktiDara,1,5,5,CAE MD MW PW PWG,4
SaNkuka,SaNkura,1,5,5,ACC MW MW72 PW PWG,4
SamaWa,Samana,6,5,5,INM MW PE PW PWG,4
SamanI,Samana,2,5,5,AP AP90 LRV MW SKD,4
SamanIya,SayanIya,3,5,5,AP MW MW72 PW PWG,4
SamizWa,SavizWa,3,5,5,CAE CCS MW PW PWG,4
Sarma,Sama,15,5,5,ACSJ MW PUI PW PWG,4
Sarvaka,Sarvara,3,5,5,MW MW72 PUI PW PWG,4
SaSiDara,SaSaDara,1,5,5,ACC MW PW PWG SCH,4
SAkteya,SAktya,2,5,5,LRV MW MW72 PW PWG,4
SAntv,SAnti,5,5,5,AP BEN BOP MW MW72,4
SApawika,SAkawika,2,5,5,BUR MW PW PWG YAT,4
SAma,rAma,29,5,5,BHS MW MW72 PE SKD,4
SAraRika,kAraRika,3,5,5,AP MW PW PWG STC,4
SArNgI,SArNga,1,5,5,LRV MD MW PUI SKD,4
Siroruj,SirorujA,2,5,5,CAE CCS MW PW PWG,4
SilUza,SElUza,1,5,5,AP MW MW72 PW PWG,4
SIBa,SuBa,9,5,5,GRA SKD VCP WIL YAT,4
SUlI,SUla,6,5,5,ARMH MW MW72 SKD VCP,4
SezaRa,ezaRa,5,5,5,CCS MW PW PWG VEI,4
SESupAla,SiSupAla,1,5,5,INM MW PW PWG STC,4
Socita,SoRita,4,5,5,BHS MW72 SHS WIL YAT,4
SoRA,SoRa,4,5,5,LRV MW PE PUI SKD,4
SoDanaka,SoBanaka,1,5,5,CAE MW MW72 PW PWG,4
SORqI,SORqa,2,5,5,ACPH AP MW SKD VCP,4
SOlbika,SOlkika,2,5,5,BHS LRV MW PW PWG,4
Smasi,masi,1,5,5,GRA MW MW72 PW PWG,4
SyEneya,SEneya,1,5,5,MD MW PW PWG STC,4
SramaRaka,ramaRaka,1,5,5,BHS CAE MW PW PWG,4
SruvA,DruvA,2,5,5,AP AP90 LRV SKD VCP,4
Srota,SroRa,10,5,5,BHS MW PUI PW SHS,4
Svagraha,avagraha,1,5,5,MW PW PWG PWKVN SCH,4
Svaca,tvaca,4,5,5,KRM SKD VCP WIL YAT,4
Svasuta,Svasita,1,5,5,MW PW PWG WIL YAT,4
Svovasyasa,SvovasIyasa,1,5,5,CAE CCS MW PW PWG,4
zaGa,aGa,2,5,5,KRM SKD VCP WIL YAT,4
zaha,saha,7,5,5,KRM SKD VCP WIL YAT,4
zuha,guha,5,5,5,KRM SKD VCP WIL YAT,4
zUrkzya,sUrkzya,1,5,5,SHS SKD VCP WIL YAT,4
zWIv,zWiv,2,5,5,BOP MW PW SHS STC,4
saMyA,saMDA,6,5,5,AP AP90 MW MW72 STC,4
saMvargya,saMvarga,1,5,5,ACC MW MW72 PW PWG,4
saMvarjana,saMvarDana,3,5,5,LRV MW MW72 PW PWG,4
saMveSaka,saMveSana,1,5,5,BEN MW MW72 PW PWG,4
saMhatala,siMhatala,1,5,5,ACSJ MW PW PWG VCP,4
saMhlAdin,saMhrAdin,1,5,5,CAE CCS MW PW PWG,4
saMkulita,saMkucita,1,5,5,CAE CCS MW PW PWG,4
saNkramaRa,caNkramaRa,2,5,5,IEG MW72 VCP WIL YAT,4
sacCidra,acCidra,1,5,5,AP AP90 MW MW72 SCH,4
sacCIla,tacCIla,1,5,5,AP CAE MW PW PWG,4
saYjaya,sfYjaya,3,5,5,INM MW72 PE PUI VCP,4
satyatAt,satyatA,1,5,5,CAE CCS GRA MW PW,4
satvac,satvan,1,5,5,CAE MW PW PWG STC,4
satvata,satvara,3,5,5,MW PUI PW PWG STC,4
sanara,sagara,11,5,5,GRA MD MW PW PWG,4
sanABa,sanABi,3,5,5,MW PW PWG STC YAT,4
saMdaMSaka,sadaMSaka,1,5,5,BEN LRV MW PW PWG,4
sapraRava,saprasava,2,5,5,CAE MW MW72 PW STC,4
sabAD,sabADa,1,5,5,BEN CAE MW MW72 PW,4
samaDura,sumaDura,1,5,5,CAE MD MW PW PWG,4
samarDana,samarTana,3,5,5,CAE CCS MW PW STC,4
samAdAya,samudAya,4,5,5,BHS MW MW72 SHS WIL,4
samApAdya,samAsAdya,1,5,5,BUR MW MW72 PW PWG,4
samAmnAta,samAmnAya,1,5,5,AP CAE MW MW72 PW,4
samAvft,samAvfta,1,5,5,AP AP90 MW MW72 STC,4
samIkzya,samIkza,2,5,5,CAE MW MW72 PW PWG,4
samIh,samIhA,2,5,5,AP AP90 MW MW72 STC,4
samudrA,samudra,1,5,5,AP BHS LRV MW SKD,4
samudrIya,samudriya,1,5,5,AP AP90 MW SCH VCP,4
samunnam,samunna,1,5,5,AP AP90 MW MW72 STC,4
samunnI,samunna,1,5,5,AP AP90 MW MW72 STC,4
saMBaraRa,saMvaraRa,5,5,5,CAE CCS PW PWG SCH,4
saMBojana,saMyojana,1,5,5,BEN CAE FRI PW PWG,4
saMmArga,sanmArga,1,5,5,CAE CCS PW PWG STC,4
saralA,saramA,5,5,5,ACC LRV MCI MW SKD,4
sarasiruha,sarasIruha,1,5,5,CAE CCS LRV MW PW,4
saruja,saroja,7,5,5,CAE MW PW PWG STC,4
sarju,sarj,3,5,5,LRV MW PW PWG VCP,4
salohita,alohita,2,5,5,IEG MW PW PWG STC,4
salva,sarva,7,5,5,MW MW72 PW PWG VEI,4
savAcas,savAsas,1,5,5,FRI MW MW72 PW PWG,4
savijYAna,saMvijYAna,1,5,5,CAE MW PW PWG STC,4
sasaMjYa,asaMjYa,1,5,5,CAE MW PW PWG STC,4
sasyad,sasya,1,5,5,GRA MW MW72 PW PWG,4
sahama,sahaja,2,5,5,MW MW72 PW PWG VCP,4
sahasa,sahas,12,5,5,MD MW PUI PW STC,4
sahetu,ahetu,1,5,5,AP CAE MW PW PWG,4
sAMyamana,saMyamana,1,5,5,MW MW72 PW PWG STC,4
sAMsfzwika,sAMdfzwika,1,5,5,ACSJ AP MW PW PWG,4
sAkzi,sAkzin,1,5,5,MW PUI PW PWG STC,4
sANgama,saNgama,1,5,5,BUR MW72 SHS WIL YAT,4
sAcin,sAdin,6,5,5,GRA MW MW72 PW PWG,4
sAtyaka,sAyaka,3,5,5,INM MW PW PWG STC,4
sAdyaskra,sAdyaska,1,5,5,IEG MW PW PWG STC,4
sADanI,sADana,1,5,5,LRV MW PW PWKVN SCH,4
sADuvAdin,sADuvAhin,1,5,5,CAE CCS MW PW PWG,4
sAmagAya,sAmagrya,1,5,5,CAE CCS MW PW PWG,4
sAmAnyA,sAmAnya,1,5,5,AP LRV MW SKD VCP,4
sAmAyika,sAmayika,3,5,5,IEG MW PW PWG SCH,4
sAmudri,sAmudra,1,5,5,MW MW72 PW PWG VEI,4
sAye,sAya,2,5,5,BUR SHS SKD WIL YAT,4
sAraRikA,sAraRika,1,5,5,ACC MW MW72 PW PWG,4
sAradruma,suradruma,1,5,5,LRV MW PW PWG VCP,4
sArisfkta,sArisfkka,1,5,5,CAE MW MW72 PW PWG,4
sAroha,Aroha,1,5,5,AP MW MW72 PW STC,4
sAlavezwa,SAlavezwa,1,5,5,ABCH SHS VCP WIL YAT,4
sAlAra,sAkAra,3,5,5,LRV MW72 SHS WIL YAT,4
sAvikA,sArikA,4,5,5,AP AP90 LRV MW PW,4
siMhAQya,siMhAsya,1,5,5,AP MW SHS WIL YAT,4
sidDAnna,sidDAnta,1,5,5,IEG LRV MW PW SHS,4
sinDula,sinDura,3,5,5,ACC MW MW72 PW PWG,4
sItkfta,satkfta,1,5,5,ABCH SHS VCP WIL YAT,4
sukfzwa,sudfzwa,1,5,5,IEG MW PW PWG STC,4
suKadA,suKada,1,5,5,AP INM LRV MW SKD,4
suKAnta,sudAnta,2,5,5,AP MW SHS WIL YAT,4
sucakzas,sucakzus,1,5,5,CAE GRA MW PW PWG,4
sutAla,sutala,3,5,5,MW PUI PW PWG STC,4
suda,suKa,16,5,5,BHS PUI SHS SKD VCP,4
sudant,sudanta,2,5,5,CAE CCS PW PWG STC,4
suDura,suDIra,2,5,5,CAE GRA MW PW PWG,4
sunandana,sanandana,1,5,5,BHS MW PUI PW PWG,4
suniBfta,suniBftam,1,5,5,AP LRV SHS WIL YAT,4
supakza,sapakza,3,5,5,CAE MW PUI PW PWG,4
supuzpI,supuzpa,1,5,5,AP LRV MW SKD VCP,4
suBUmi,suBUma,2,5,5,BHS MW PUI PW PWG,4
sumaRi,sumati,1,5,5,INM MW PW PWG SCH,4
sumada,sumana,5,5,5,MW PE SHS WIL YAT,4
sumuKA,sumuKa,2,5,5,AP BHS LRV MW SKD,4
sumnAyu,sumnayu,1,5,5,CAE CCS GRA MW PW,4
surocana,sulocana,2,5,5,MW PUI PW PWG STC,4
suvarcaka,suvarRaka,2,5,5,BUR MW PW PWG VCP,4
suvarRapuzpa,svarRapuzpa,1,5,5,BHS MW PW PWG VCP,4
suvAsana,suvasana,1,5,5,MW PUI PW PWG STC,4
suvfzwa,sudfzwa,1,5,5,CAE CCS MW PW PWG,4
suSalya,saSalya,1,5,5,MW PW PWG SHS VCP,4
suSrIka,saSrIka,1,5,5,CAE MW PW PWG VCP,4
suSruti,suSruta,1,5,5,CAE CCS MW PW PWG,4
suzuta,suzupta,1,5,5,CAE GRA MW PW PWG,4
suzuti,suzupti,2,5,5,CAE GRA MW PW PWG,4
sUtaja,sUtaka,1,5,5,CAE INM MW PW PWG,4
sUpacAra,sUpakAra,2,5,5,CAE MW PW PWG STC,4
sUmaya,samaya,3,5,5,GRA MW MW72 PW PWG,4
senaka,sevaka,4,5,5,ACC MW MW72 PW PWG,4
sEka,seka,5,5,5,AP MD MW PW PWG,4
sEndUra,sindUra,1,5,5,AP MD MW PW STC,4
sEra,sAra,11,5,5,ACPH MD MW PW PWG,4
somapAla,somapAna,1,5,5,CAE MW PGN PW PWG,4
somA,soma,3,5,5,AP BHS INM MW PE,4
sOkanya,sOjanya,2,5,5,MCI MW PW PWG STC,4
sOtrika,sOrika,1,5,5,IEG MD MW PW PWG,4
sOpAka,sopAka,1,5,5,INM MW PW PWG STC,4
sObalya,sObala,1,5,5,INM MCI MW PW PWG,4
sOratya,sOraBya,1,5,5,BHS MD MW PW PWG,4
sOSruta,suSruta,1,5,5,MW MW72 PUI PW PWG,4
sOhma,suhma,1,5,5,FRI MD MW PW PWG,4
skad,kad,6,5,5,GRA LRV MD PW SHS,4
skanDaka,skanDika,2,5,5,IEG MW MW72 PW PWG,4
stA,sItA,13,5,5,GRA LAN MD PW PWG,4
stAvya,stAva,2,5,5,AP MW MW72 PW PWG,4
sTAgara,sAgara,2,5,5,MW MW72 PW PWG VEI,4
